398,0,2,1,0,0,2,0,2,1,
0,440,10,2,3,1,0,7,6,1,
0,1,403,2,0,0,0,0,2,1,
0,0,1,358,0,5,0,0,12,4,
0,0,0,0,376,0,1,0,0,4,
0,0,1,3,0,365,0,0,5,1,
1,2,0,0,0,4,410,0,3,1,
1,1,8,2,1,0,0,401,0,7,
0,1,4,1,0,0,0,0,348,0,
0,1,1,1,9,4,0,1,5,361,
